accuracy,loss,val_accuracy,val_loss,learning_rate
0.5735973715782166,1.2128379344940186,0.604774534702301,0.9878945350646973,0.0010000000474974513
0.71089106798172,0.7535107731819153,0.6657825112342834,0.8035790920257568,0.0010000000474974513
0.7617161870002747,0.6519524455070496,0.7267904281616211,0.7899821400642395,0.0010000000474974513
0.7795379757881165,0.5783565044403076,0.7108753323554993,0.7460934519767761,0.0010000000474974513
0.8085808753967285,0.4919366240501404,0.7506631016731262,0.7214066386222839,0.0010000000474974513
0.840924084186554,0.4394014775753021,0.721485435962677,0.7815436720848083,0.0010000000474974513
0.8521451950073242,0.38009020686149597,0.7480106353759766,0.7220372557640076,0.0010000000474974513
0.854125440120697,0.3919373154640198,0.7374005317687988,0.7756322026252747,0.0010000000474974513
0.8851485252380371,0.300517737865448,0.7294429540634155,0.7433053851127625,0.0003000000142492354
0.8943894505500793,0.30306872725486755,0.7427055835723877,0.716012716293335,0.0003000000142492354
0.9003300070762634,0.2838984727859497,0.7400530576705933,0.7783294320106506,0.0003000000142492354
0.9003300070762634,0.25433340668678284,0.7188329100608826,0.76651930809021,0.0003000000142492354
0.9082508087158203,0.26291871070861816,0.7639257311820984,0.680832028388977,0.0003000000142492354
0.9075907468795776,0.23861335217952728,0.7400530576705933,0.7299560904502869,0.0003000000142492354
0.9188118577003479,0.24159076809883118,0.7480106353759766,0.7565370798110962,0.0003000000142492354
0.9062706232070923,0.24154901504516602,0.7665782570838928,0.7102186679840088,0.0003000000142492354
0.9267326593399048,0.19913350045681,0.7480106353759766,0.713262677192688,9.000000136438757e-05
0.9306930899620056,0.20632918179035187,0.7586206793785095,0.6934102177619934,9.000000136438757e-05
0.9419142007827759,0.187725231051445,0.7586206793785095,0.6715325713157654,9.000000136438757e-05
0.9326732754707336,0.19491909444332123,0.7453581094741821,0.7093467712402344,9.000000136438757e-05
0.6693069338798523,1.0062347650527954,0.7586206793785095,0.7087058424949646,9.999999747378752e-06
0.76303631067276,0.6384709477424622,0.7400530576705933,0.7816699743270874,9.999999747378752e-06
0.8125412464141846,0.486502081155777,0.73209547996521,0.8197746872901917,9.999999747378752e-06
0.8316831588745117,0.41890865564346313,0.7586206793785095,0.7567567825317383,9.999999747378752e-06
0.8323432207107544,0.3980325758457184,0.7506631016731262,0.7264982461929321,2.9999998787388904e-06
0.8356435894966125,0.4178433418273926,0.7586206793785095,0.7483626008033752,2.9999998787388904e-06
0.8415841460227966,0.4049680531024933,0.7427055835723877,0.8086523413658142,2.9999998787388904e-06
